Chan 0, Chan 1, 
0.051943,0.382417,
0.090984,0.403125,
0.150766,0.383636,
0.111725,0.320295,
0.155036,0.405561,
0.101964,0.376936,
0.098304,0.391553,
0.174557,0.337348,
0.123925,0.25939,
0.100134,0.344657,
0.118435,0.389117,
0.137346,0.388508,
0.109895,0.378763,
0.110505,0.353183,
0.096474,0.384245,
0.089764,0.401298,
0.084884,0.385463,
0.072683,0.384245,
0.127585,0.397644,
0.134296,0.398253,
0.077564,0.428705,
0.123315,0.383636,
0.198958,0.389117,
0.120265,0.320295,
0.141616,0.390944,
0.178217,0.431141,
0.179437,0.316641,
0.142836,0.357447,
0.162967,0.325167,
0.171507,0.338566,
0.126365,0.370237,
0.143446,0.327603,
0.121485,0.403734,
0.193468,0.38729,
0.209328,0.442104,
0.144056,0.358665,
0.193468,0.369628,
0.198958,0.362319,
0.148326,0.352574,
0.150766,0.36171,
0.24715,0.375718,
0.147716,0.288625,
0.124535,0.35501,
-0.02553,0.189959,
-0.01028,-0.031124,
-0.411064,-0.328338,
-0.772807,-0.911194,
-0.837469,-1.036048,
-0.839299,-1.050665,
-0.730715,-1.042747,
-0.86309,-1.056146,
-0.925922,-1.168211,
-0.830759,-1.096343,
-0.790497,-1.075636,
-0.922872,-1.213889,
-0.935072,-1.140194,
-0.86187,-1.069545,
-0.8759,-1.142631,
-0.85943,-1.091471,
-0.839299,-1.090862,
-1.047926,-1.215716,
-0.922872,-1.161511,
-0.907011,-1.20049,
-0.962523,-1.165165,
-0.956423,-1.218761,
-0.994855,-1.157857,
-0.908231,-1.147503,
-0.922872,-1.098779,
-0.842349,-1.086599,
-0.998515,-1.141413,
-0.907621,-1.176737,
-0.87529,-1.158466,
-0.961303,-1.099998,
-1.033896,-1.181,
-0.912502,-1.159075,
-0.828929,-1.062237,
-0.86126,-1.082335,
-0.935072,-1.142631,
-0.895421,-1.030566,
-0.958253,-1.195009,
-0.930192,-1.102434,
-0.88078,-1.012904,
-0.942393,-1.099388,
-0.959473,-1.144458,
-0.891151,-0.987324,
-0.985094,-1.050056,
-0.889321,-1.123141,
-0.944833,-1.046402,
-0.950933,-1.137758,
-0.896031,-1.113397,
-0.914332,-1.033612,
-1.055857,-1.114615,
-0.986924,-1.145067,
-0.8576,-1.095734,
-0.986314,-1.172474,
-0.932022,-1.036657,
-0.978384,-1.173083,
-0.833199,-1.035439,
-0.965573,-1.149939,
-0.964963,-1.159075,
-0.915552,-1.059801,
-0.958863,-1.147503,
-0.958253,-1.138367,
-0.894811,-1.076245,
-0.945443,-1.149939,
-1.025966,-1.216934,
-0.924702,-1.11766,
-0.905791,-1.14324,
-1.047316,-1.198663,
-0.978994,-1.149939,
-1.026576,-1.198054,
-1.017425,-1.162729,
-1.007055,-1.16882,
-0.88078,-1.0665,
-0.982044,-1.20049,
-0.957033,-1.227897,
-0.890541,-1.121314,
-1.010715,-1.218761,
-0.86492,-1.106697,
-0.924092,-1.087817,
-1.050366,-1.210844,
-0.943613,-1.178564,
-0.86675,-1.151157,
-1.044876,-1.170038,
-1.077207,-1.263831,
-0.965573,-1.212062,
-1.021695,-1.268094,
-1.002175,-1.321081,
-0.993634,-1.095734,
-1.025356,-1.295501,
-1.005225,-1.290019,
-0.978384,-1.089644,
-1.019865,-1.212062,
-1.048536,-1.254086,
-0.993024,-1.207798,
-0.961913,-1.160293,
-1.024746,-1.32169,
-0.87895,-1.106088,
-1.017425,-1.208407,
-0.936902,-1.259567,
-0.87468,-1.029348,
-1.062567,-1.274793,
-0.996075,-1.212062,
-0.953983,-1.171865,
-0.983264,-1.164556,
-1.024136,-1.284538,
-0.983264,-1.142022,
-1.036946,-1.113397,
-1.080868,-1.195618,
-0.899081,-1.154812,
-0.992414,-1.147503,
-1.016815,-1.271748,
-0.86675,-1.151157,
-1.029626,-1.123141,
-0.981434,-1.265049,
-1.058297,-1.167601,
-0.898471,-1.070763,
-0.943613,-1.279057,
-0.988754,-1.192572,
-0.927752,-1.099388,
-1.109539,-1.275402,
-0.974724,-1.221806,
-0.917992,-1.188918,
-0.931412,-1.259567,
-0.977774,-1.221806,
-0.924092,-1.194399,
-0.950933,-1.087208,
-0.971064,-1.316208,
-0.86736,-1.057973,
-1.022305,-1.196836,
-0.85516,-1.157248,
-0.87102,-1.112178,
-0.924092,-1.140804,
-0.839909,-1.068936,
-0.805138,-0.933119,
-0.505617,-0.712036,
-0.268319,-0.387415,
-0.148144,-0.1103,
-0.097513,0.003592,
-0.053591,0.083986,
0.033032,0.1321,
0.087324,0.281925,
0.103795,0.286797,
0.072683,0.325776,
0.020832,0.429314,
0.080614,0.362928,
0.119045,0.357447,
0.124535,0.389117,
0.108675,0.358665,
0.112335,0.403125,
0.133686,0.320904,
0.179437,0.367191,
0.102574,0.339784,
0.169067,0.346484,
0.155646,0.430532,
0.123315,0.394598,
0.214208,0.366582,
0.093424,0.348311,
0.101354,0.322731,
0.097084,0.437841,
0.022052,0.430532,
0.087934,0.423832,
0.084884,0.311159,
0.067193,0.298369,
0.145886,0.467684,
0.061093,0.324558,
0.108065,0.348311,
0.059873,0.322122,
0.117825,0.436013,
0.144056,0.429923,
0.081224,0.383026,
0.115995,0.426878,
0.117215,0.417133,
0.122095,0.469511,
0.142226,0.341002,
0.076344,0.441495,
0.125755,0.484128,
0.117215,0.377545,
0.059873,0.388508,
0.118435,0.3745,
0.187978,0.424442,
0.124535,0.390944,
0.101964,0.439059,
0.122705,0.406779,
0.021442,0.381199,
0.069633,0.441495,
0.119655,0.401298,
0.111725,0.423832,
0.094644,0.44454,
0.075734,0.486564,
0.069633,0.365364,
0.057433,0.381199,
0.150156,0.429314,
0.087934,0.295933,
0.119655,0.397644,
0.132466,0.404952,
0.084884,0.456721,
0.178827,0.41896,
0.144056,0.396425,
0.223969,0.383636,
0.067803,0.409215,
0.053163,0.426878,
0.103184,0.426878,
0.045232,0.403125,
0.086714,0.378763,
0.069633,0.3745,
0.178827,0.35501,
0.087324,0.369628,
0.170287,0.364755,
0.136126,0.431141,
0.119655,0.445758,
0.162357,0.398253,
0.106845,0.336739,
0.203838,0.34222,
0.153816,0.378154,
0.125145,0.351356,
0.088544,0.415915,
0.234339,0.34283,
0.133076,0.365973,
0.166017,0.400689,
0.176387,0.395816,
0.185537,0.420787,
0.180047,0.364146,
0.173947,0.390335,
0.176997,0.391553,
0.161747,0.415306,
0.144056,0.431141,
0.092204,0.402516,
0.137346,0.366582,
0.145276,0.418351,
0.152596,0.399471,
0.202618,0.35501,
0.214818,0.332476,
0.184927,0.392771,
0.142226,0.433577,
0.142836,0.39338,
0.150766,0.440277,
0.159917,0.411043,
0.239829,0.411652,
0.187367,0.3745,
0.206278,0.439668,
0.187978,0.485346,
0.125755,0.411043,
0.133076,0.367191,
0.178827,0.450021,
0.221529,0.445149,
0.121485,0.38059,
0.147106,0.369628,
0.129415,0.40617,
0.131856,0.386072,
0.111115,0.381199,
0.160527,0.381808,
0.117215,0.404952,
0.067803,0.474992,
0.109285,0.443931,
0.157476,0.420787,
0.106235,0.460375,
0.140396,0.432359,
0.115995,0.370846,
0.067803,0.322122,
0.151986,0.429314,
0.120265,0.32334,
0.152596,0.418351,
0.099524,0.414088,
0.175777,0.356229,
0.089154,0.403734,
0.167847,0.422005,
0.132466,0.436622,
0.194078,0.392162,
0.202008,0.442713,
0.186147,0.450021,
0.137956,0.450021,
0.139786,0.315423,
0.192858,0.398862,
0.179437,0.410434,
0.193468,0.398253,
0.191638,0.418351,
0.232509,0.389726,
0.179437,0.43175,
0.079394,0.413479,
0.212378,0.443931,
0.091594,0.399471,
0.234949,0.439059,
0.192858,0.475601,
0.105015,0.393989,
0.144666,0.484737,
0.233729,0.345266,
0.188588,0.435404,
0.206278,0.479256,
0.215428,0.47621,
0.185537,0.393989,
0.167237,0.423832,
0.135516,0.429923,
0.124535,0.43845,
0.184317,0.394598,
0.170897,0.414697,
0.119045,0.413479,
0.092814,0.313595,
-0.038341,0.300805,
-0.059081,0.203358,
-0.044441,0.131491,
-0.165835,0.112002,
-0.137164,0.085813,
-0.191456,0.047443,
-0.182916,0.104084,
-0.153635,0.015163,
-0.221957,-0.041478,
-0.163395,-0.002499,
-0.179256,-0.010416,
-0.226227,0.115047,
-0.215857,0.006637,
-0.187796,0.112611,
-0.219517,-0.009807,
-0.175595,-0.016507,
-0.179256,0.065714,
-0.211587,0.016382,
-0.204876,0.04927,
-0.215247,0.007246,
-0.276249,0.021863,
-0.192066,0.040743,
-0.225007,-0.013462,
-0.246968,0.010291,
-0.220737,-0.031124,
-0.237818,0.088858,
-0.243918,0.012727,
-0.211587,0.016991,
-0.279299,-0.010416,
-0.209757,0.075459,
-0.29455,0.047443,
-0.236598,0.079722,
-0.223177,0.05536,
-0.210367,-0.014071,
-0.166445,0.003592,
-0.218297,0.022472,
-0.217687,0.045616,
-0.228057,0.115047,
-0.138994,0.164379,
-0.141434,0.078504,
-0.142044,0.157071,
-0.093853,0.143672,
-0.145094,0.136972,
-0.104833,0.191177,
-0.104223,0.153417,
-0.168275,0.222239,
-0.078602,0.174733,
-0.074942,0.207013,
-0.070672,0.153417,
-0.052981,0.211885,
0.015951,0.24721,
-0.154855,0.257563,
-0.076772,0.177169,
-0.076772,0.199095,
-0.106053,0.209449,
0.004971,0.272789,
-0.121303,0.115656,
-0.060301,0.200922,
-0.134114,0.230156,
-0.055421,0.135145,
-0.076162,0.218584,
-0.118253,0.242337,
-0.059691,0.177778,
-0.121914,0.210667,
-0.143264,0.159507,
-0.095073,0.185087,
-0.091412,0.233201,
-0.03407,0.214321,
-0.064571,0.175951,
-0.072502,0.140018,
-0.055421,0.204576,
-0.051761,0.194223,
-0.067012,0.194832,
-0.01455,0.14489,
-0.063961,0.222239,
-0.097513,0.210667,
-0.081652,0.24721,
-0.149364,0.256954,
-0.077382,0.256954,
-0.084092,0.160725,
-0.01333,0.245991,
-0.131064,0.162552,
-0.084702,0.165598,
-0.124354,0.152808,
-0.02553,0.198486,
-0.102393,0.196659,
-0.098123,0.210667,
-0.082872,0.194832,
-0.039561,0.180824,
-0.046271,0.102257,
-0.100563,0.146717,
-0.0115,0.146108,
-0.047491,0.154026,
-0.083482,0.130273,
-0.077382,0.117483,
-0.041391,0.205794,
-0.126184,0.147326,
-0.063961,0.17656,
-0.090802,0.205185,
-0.100563,0.177169,
-0.040781,0.263654,
-0.093853,0.20884,
-0.043831,0.182651,
-0.098733,0.166816,
0.009241,0.187523,
-0.112763,0.249037,
-0.131064,0.213712,
-0.01089,0.231374,
-0.065792,0.325167,
0.042792,0.218584,
0.023272,0.277662,
-0.02065,0.315423,
-0.079822,0.249646,
-0.043831,0.274617,
-0.068232,0.237465,
-0.064571,0.203358,
-0.099343,0.204576,
-0.01333,0.200922,
-0.02187,0.263045,
-0.070062,0.247819,
-0.115813,0.140018,
0.000701,0.250864,
0.000701,0.23442,
-0.03041,0.206404,
-0.054811,0.245382,
-0.086532,0.172906,
-0.102393,0.155853,
-0.065792,0.265481,
-0.066402,0.189959,
-0.051761,0.203358,
-0.078602,0.219193,
-0.107883,0.229547,
-0.074942,0.108956,
-0.265269,-0.125526,
-0.764266,-0.740052,
-0.979604,-1.073809,
-0.88078,-0.981234,
-0.882611,-1.00255,
-0.916162,-1.149939,
-0.917382,-1.197445,
-0.85638,-1.059192,
-0.903961,-1.148721,
-0.838689,-1.106088,
-0.849059,-1.064673,
-1.046706,-1.146894,
-0.976554,-1.159075,
-0.889931,-1.195009,
-0.883221,-1.109133,
-0.950933,-1.242514,
-0.994244,-1.173692,
-0.921652,-1.103043,
-0.988144,-1.161511,
-1.011325,-1.242514,
-0.956423,-1.13654,
-0.922262,-1.112787,
-1.094898,-1.290019,
-0.953373,-1.045183,
-0.86614,-1.058582,
-1.043046,-1.169429,
-0.86309,-1.137758,
-0.913722,-1.105479,
-0.988754,-1.278448,
-0.851499,-1.155421,
-0.8698,-1.098779,
-0.912502,-1.126186,
-0.87895,-1.051883,
-0.778297,-1.044574,
-0.949103,-1.037875,
-0.822218,-1.00925,
-0.849059,-0.990369,
-0.965573,-1.138976,
-0.882611,-1.038484,
-0.951543,-1.093298,
-0.826489,-1.022649,
-0.937512,-1.213889,
-0.85455,-1.093298,
-1.005835,-1.192572,
-0.892371,-1.121923,
-0.87956,-1.106697,
-1.055247,-1.26444,
-0.953373,-1.288192,
-0.937512,-1.107306,
-0.989364,-1.176737,
-1.039386,-1.186482,
-0.848449,-1.135931,
-0.808188,-1.032394,
-1.079648,-1.254695,
-0.910672,-1.138367,
-0.928362,-1.119487,
-1.056467,-1.177346,
-0.992414,-1.177955,
-0.937512,-1.201708,
-0.980824,-1.194399,
-1.004615,-1.182828,
-0.913722,-1.134104,
-0.984484,-1.22607,
-1.041216,-1.181,
-1.069887,-1.186482,
-0.988754,-1.122532,
-1.072327,-1.256522,
-0.975944,-1.179173,
-0.969234,-1.051883,
-1.115029,-1.295501,
-1.030846,-1.158466,
-1.058297,-1.065891,
-1.021695,-1.191963,
-1.110149,-1.282711,
-0.933242,-1.240078,
-1.056467,-1.165165,
-1.023526,-1.3089,
-1.038776,-1.220588,
-1.005835,-1.157857,
-1.093678,-1.199881,
-0.991804,-1.226679,
-1.022305,-1.243123,
-1.113809,-1.350924,
-0.936902,-1.153593,
-1.121739,-1.318645,
-1.115639,-1.319254,
-1.034506,-1.180391,
-0.997905,-1.244341,
-1.133329,-1.316817,
-1.093068,-1.272966,
-0.980214,-1.152984,
-1.13821,-1.308291,
-1.044266,-1.280884,
-1.013155,-1.225461,
-1.057687,-1.413656,
-0.936902,-1.328998,
-0.990584,-1.128014,
-0.977164,-1.248604,
-1.108319,-1.3022,
-0.87407,-1.223634,
-0.969234,-1.199881,
-0.975944,-1.274793,
-0.852719,-1.114615,
-0.998515,-1.341788,
-0.952763,-1.297937,
-1.002175,-1.177346,
-0.990584,-1.31499,
-0.905791,-1.170038,
-0.978994,-1.247386,
-0.797207,-1.107915,
-1.055857,-1.223025,
-0.969844,-1.253477,
-1.041826,-1.209626,
-1.079648,-1.290019,
-0.988144,-1.247995,
-0.842349,-1.177346,
-1.052197,-1.243123,
-0.931412,-1.164556,
-0.897861,-1.191354,
-1.045486,-1.381985,
-0.890541,-1.231551,
-0.897251,-1.170647,
-1.005225,-1.213889,
-0.932632,-1.353969,
-0.87773,-1.081726,
-0.908231,-1.144458,
-0.963743,-1.265049,
-0.954593,-1.174301,
-0.709974,-1.051274,
-0.823438,-0.958699,
-0.483656,-0.823491,
-0.267099,-0.522014,
-0.220127,-0.253425,
-0.126184,-0.026861,
-0.063351,0.118701,
-0.063961,0.216757,
0.061093,0.32334,
0.090374,0.375109,
0.047063,0.378154,
0.137346,0.428096,
0.192858,0.38729,
0.141616,0.373282,
0.155036,0.359274,
0.126975,0.426878,
0.130025,0.399471,
0.153816,0.443931,
0.175777,0.403125,
0.161747,0.43175,
0.136736,0.38729,
0.240439,0.341611,
0.114165,0.453067,
0.097694,0.436622,
0.047673,0.416524,
0.116605,0.485346,
0.124535,0.360492,
0.217259,0.42566,
0.150156,0.401907,
0.177607,0.363537,
0.143446,0.35501,
0.120875,0.344048,
0.211768,0.426878,
0.075734,0.358665,
0.171507,0.35501,
0.205058,0.3745,
0.148936,0.448194,
0.115385,0.369628,
0.150766,0.41287,
0.103795,0.370237,
0.092204,0.386072,
0.103795,0.429314,
0.196518,0.39338,
0.199568,0.437231,
0.206888,0.411043,
0.145886,0.423223,
0.120265,0.435404,
0.164187,0.471338,
0.166017,0.43175,
0.175777,0.455503,
0.159306,0.518234,
0.217869,0.365364,
0.154426,0.34892,
0.124535,0.415306,
0.191638,0.375109,
0.178827,0.389117,
0.179437,0.428705,
0.130635,0.38059,
0.203838,0.360492,
0.194688,0.386681,
0.198348,0.386681,
0.192248,0.527979,
0.164797,0.383026,
0.170897,0.38729,
0.206888,0.462811,
0.211768,0.428705,
0.212378,0.427487,
0.290461,0.391553,
0.167237,0.378763,
0.211158,0.409215,
0.181267,0.426878,
0.154426,0.413479,
0.201398,0.381199,
0.217869,0.387899,
0.172727,0.459766,
0.191638,0.403125,
0.186757,0.379372,
0.167847,0.309941,
0.234949,0.450021,
0.164187,0.412261,
0.232509,0.399471,
0.221529,0.439059,
0.178827,0.419569,
0.237999,0.370237,
0.209938,0.375718,
0.25264,0.439668,
0.24471,0.344048,
0.225799,0.407997,
0.24593,0.442713,
0.211768,0.394598,
0.210548,0.442104,
0.137956,0.410434,
0.171507,0.453676,
0.194688,0.416524,
0.167237,0.422614,
0.209328,0.387899,
0.144056,0.43845,
0.176387,0.452458,
0.162357,0.386072,
0.153206,0.40617,
0.180047,0.378154,
0.195298,0.440277,
0.170287,0.488391,
0.151986,0.449412,
0.27216,0.399471,
0.113555,0.456112,
0.225799,0.415306,
0.191638,0.413479,
0.148936,0.396425,
0.214818,0.390335,
0.198348,0.448194,
0.179437,0.397035,
0.180657,0.427487,
0.173337,0.390944,
0.206278,0.345266,
0.121485,0.441495,
0.111115,0.395816,
0.125755,0.455503,
0.149546,0.341002,
0.122705,0.427487,
0.086714,0.434795,
0.111115,0.40008,
0.142226,0.425051,
0.172727,0.422614,
0.162967,0.385463,
0.212988,0.348311,
0.175777,0.412261,
0.196518,0.376936,
0.162357,0.386072,
0.131856,0.34892,
0.144056,0.392162,
0.198958,0.366582,
0.080614,0.370846,
0.143446,0.440277,
0.135516,0.41896,
0.115385,0.469511,
0.116605,0.38059,
0.127585,0.425051,
0.206278,0.312377,
0.097694,0.423832,
0.182487,0.42566,
0.120265,0.464638,
0.142226,0.415306,
0.177607,0.429314,
0.151376,0.390944,
0.229459,0.364755,
0.181877,0.411652,
0.212988,0.362928,
0.153206,0.337957,
0.145276,0.405561,
0.197128,0.432359,
0.141616,0.362928,
0.210548,0.389726,
0.218479,0.364755,
0.25691,0.402516,
0.229459,0.431141,
0.159917,0.373282,
0.186757,0.401907,
0.239219,0.389117,
0.175167,0.45124,
0.191028,0.409215,
0.202008,0.453676,
0.238609,0.433577,
0.152596,0.477428,
0.194078,0.378154,
0.25691,0.338566,
0.273381,0.402516,
0.206278,0.404343,
0.2624,0.409215,
0.225189,0.356838,
0.25325,0.371455,
0.239829,0.408606,
0.184317,0.357447,
0.147106,0.356229,
0.159306,0.442713,
0.241049,0.464638,
0.174557,0.404343,
0.215428,0.354401,
0.141616,0.363537,
0.225799,0.459157,
0.145276,0.325776,
0.164187,0.330649,
0.166017,0.33613,
0.205058,0.410434,
0.153816,0.33004,
0.110505,0.33004,
0.115385,0.39338,
0.098304,0.404343,
0.112335,0.42566,
0.155646,0.385463,
0.069633,0.358056,
0.097084,0.383026,
0.129415,0.424442,
0.192858,0.378154,
0.064143,0.341611,
0.160527,0.312377,
0.190418,0.372673,
0.163577,0.311768,
0.048283,0.384245,
0.126365,0.424442,
0.148936,0.389726,
0.079394,0.329431,
0.081834,0.410434,
0.072683,0.453676,
0.066583,0.365973,
0.108675,0.365364,
0.004361,0.372064,
0.012901,0.413479,
-0.001129,0.344657,
0.005581,0.382417,
0.034252,0.317859,
0.007411,0.370846,
0.044622,0.404343,
0.022052,0.403125,
0.041572,0.381199,
0.019612,0.381808,
0.080004,0.442713,
0.038522,0.392771,
0.012291,0.339784,
0.080614,0.401298,
0.092814,0.43175,
0.053773,0.46342,
0.078174,0.320295,
0.187978,0.353792,
0.166017,0.381808,
0.039132,0.398253,
0.149546,0.430532,
0.070853,0.378763,
0.095254,0.356229,
0.061703,0.425051,
0.108675,0.408606,
0.059263,0.370237,
0.103795,0.405561,
0.051943,0.440886,
0.113555,0.381199,
0.101964,0.450021,
0.040962,0.358665,
0.119045,0.35501,
0.130635,0.435404,
0.161137,0.378154,
0.098304,0.31055,
0.085494,0.399471,
0.095254,0.320904,
0.223359,0.345266,
0.069023,0.404343,
0.158696,0.34283,
0.181267,0.358056,
0.079394,0.351965,
0.136126,0.41896,
0.114165,0.367191,
0.150766,0.398253,
0.095864,0.333694,
0.130635,0.327603,
0.077564,0.356229,
0.187367,0.337348,
0.150156,0.39338,
0.166627,0.270353,
0.202008,0.347702,
0.161137,0.434186,
0.26972,0.35501,
0.145886,0.354401,
0.189198,0.375718,
0.24776,0.39338,
0.185537,0.350747,
0.136736,0.381808,
0.174557,0.448803,
0.189198,0.388508,
0.162357,0.434795,
0.149546,0.39338,
0.136736,0.347702,
0.111725,0.36171,
0.137956,0.388508,
0.164797,0.398862,
0.119655,0.305678,
0.192858,0.392771,
0.168457,0.3745,
0.185537,0.434795,
0.139786,0.389117,
0.088544,0.390335,
0.119655,0.407388,
0.093424,0.359274,
0.142226,0.330649,
0.125145,0.382417,
0.088544,0.34222,
0.044622,0.353183,
0.019612,0.369018,
0.121485,0.32334,
-0.006009,0.388508,
0.042792,0.383026,
0.059873,0.415306,
0.005581,0.368409,
0.037912,0.399471,
0.137346,0.38729,
0.039742,0.337957,
0.050113,0.336739,
0.052553,0.300196,
0.047673,0.365364,
-0.02858,0.158289,
-0.068232,0.101039,
-0.417164,-0.236372,
-0.748406,-0.836281,
-0.787447,-0.878305,
-0.969234,-1.058582,
-0.831979,-1.117051,
-0.929582,-1.097561,
-0.87651,-0.981843,
-0.995465,-1.16882,
-0.939953,-1.106697,
-0.842959,-1.006814,
-0.949103,-1.080508,
-0.907621,-1.239469,
-0.946053,-1.102434,
-0.938733,-1.067718,
-1.008885,-1.17491,
-0.926532,-1.068936,
-0.86004,-1.039093,
-0.927752,-1.103652,
-0.770367,-1.165165,
-0.939343,-1.071372,
-0.991194,-1.125577,
-0.927142,-1.148721,
-0.783177,-1.04762,
-0.893591,-1.114615,
-0.87468,-1.156639,
-0.834419,-0.951391,
-0.839909,-1.023867,
-0.987534,-1.064673,
-0.918602,-1.027521,
-0.800868,-0.966008,
-0.924092,-1.148721,
-0.794157,-1.006205,
-0.959473,-1.080508,
-0.892981,-1.167601,
-0.899081,-1.024476,
-0.87163,-1.04762,
-0.925312,-1.156639,
-0.829539,-1.023258,
-0.960693,-1.199881,
-0.899691,-1.162729,
-0.913722,-1.051274,
-0.915552,-1.114615,
-0.977774,-1.155421,
-0.924092,-1.152984,
-0.897861,-0.980625,
-0.955203,-1.126186,
-0.933852,-1.110351,
-0.911282,-1.08538,
-0.913112,-1.142631,
-0.924092,-1.21937,
-0.85821,-1.057364,
-0.921042,-1.123141,
-0.961303,-1.218761,
-0.972284,-1.089035,
-0.964963,-1.077463,
-0.970454,-1.246777,
-0.908231,-1.109742,
-1.072937,-1.14933,
-1.019255,-1.233987,
-0.920432,-1.056755,
-0.952153,-1.040311,
-1.043656,-1.205971,
-1.097338,-1.182219,
-0.928362,-1.103652,
-1.019255,-1.146285,
-1.037556,-1.105479,
-1.051587,-1.125577,
-1.036336,-1.244341,
-0.925922,-1.217543,
-0.986924,-1.170038,
-1.024746,-1.152375,
-1.088798,-1.250432,
-0.975944,-1.124359,
-0.947883,-1.073809,
-1.13638,-1.229724,
-0.87468,-1.093298,
-1.075377,-1.145676,
-1.077817,-1.205971,
-0.944833,-1.138976,
-1.046096,-1.162729,
-1.011325,-1.210235,
-0.894201,-1.088426,
-1.080258,-1.184046,
-1.070497,-1.151157,
-1.002785,-1.187091,
-0.958253,-1.184655,
-1.089408,-1.171865,
-0.969234,-1.166992,
-1.022305,-1.202926,
-1.027796,-1.241905,
-0.962523,-1.330216,
-0.932022,-1.162729,
-1.062567,-1.212062,
-1.021695,-1.255304,
-0.952153,-1.092689,
-1.032676,-1.125577,
-0.990584,-1.268094,
-0.896031,-1.219979,
-1.009495,-1.168211,
-1.045486,-1.243732,
-0.951543,-1.144458,
-1.15407,-1.352751,
-1.028406,-1.262612,
-0.970454,-1.135322,
-1.058907,-1.252259,
-1.14187,-1.261394,
-1.034506,-1.184655,
-1.021695,-1.186482,
-1.055857,-1.249823,
-1.060127,-1.383203,
-0.959473,-1.212062,
-1.055857,-1.135931,
-1.107099,-1.336307,
-0.973504,-1.179173,
-1.175421,-1.294892,
-1.024746,-1.281493,
-0.928362,-1.092689,
-1.121129,-1.212671,
-0.996685,-1.146894,
-0.908231,-1.132277,
-1.061957,-1.229724,
-0.967404,-1.228506,
-0.885661,-1.134104,
-0.927142,-1.185873,
-0.969234,-1.198663,
-0.905181,-1.089035,
-0.968624,-1.244341,
-1.002785,-1.158466,
-0.803308,-1.019604,
-0.718515,-0.956263,
-0.507447,-0.916066,
-0.2976,-0.42274,
-0.137774,-0.209574,
-0.088972,-0.031733,
-0.076772,0.03648,
-0.006009,0.168034,
-0.0176,0.21493,
0.164187,0.2466,
0.108065,0.31055,
0.147106,0.369018,
0.119045,0.362928,
0.138566,0.402516,
0.143446,0.390335,
0.170897,0.412261,
0.199568,0.34892,
0.203228,0.384854,
0.211768,0.333694,
0.148326,0.314204,
0.167847,0.47621,
0.239829,0.409215,
0.151986,0.393989,
0.136126,0.451849,
0.25508,0.462811,
0.160527,0.390335,
0.157476,0.389117,
0.180047,0.416524,
0.24837,0.462811,
0.209328,0.379372,
0.150766,0.423223,
0.191028,0.424442,
0.156866,0.427487,
0.191638,0.368409,
0.110505,0.439059,
0.130635,0.357447,
0.26667,0.393989,
0.227019,0.382417,
0.211768,0.356229,
0.163577,0.422005,
0.289851,0.355619,
0.204448,0.415306,
0.198958,0.370846,
0.181267,0.345266,
0.216039,0.398253,
0.169677,0.422005,
0.141006,0.468902,
0.107455,0.381808,
0.124535,0.344657,
0.070853,0.325776,
0.176387,0.364755,
0.105015,0.39338,
0.121485,0.3745,
0.123315,0.3678,
0.172117,0.415915,
0.102574,0.350138,
0.138566,0.390335,
0.142836,0.453067,
0.178217,0.489609,
0.168457,0.41896,
0.074513,0.331258,
0.114165,0.381808,
0.094034,0.386681,
0.091594,0.367191,
0.163577,0.371455,
0.105625,0.394598,
0.127585,0.31725,
0.154426,0.375718,
0.089154,0.40617,
0.157476,0.348311,
0.122095,0.376936,
0.080004,0.416524,
0.060483,0.421396,
0.156256,0.411652,
0.125755,0.387899,
0.156256,0.403734,
0.101964,0.352574,
0.165407,0.515189,
0.139786,0.359274,
0.200788,0.379981,
0.237389,0.415915,
0.128195,0.395816,
0.153816,0.367191,
0.116605,0.376327,
0.118435,0.409215,
0.126975,0.355619,
0.239829,0.361101,
0.125145,0.39338,
0.273991,0.41287,
0.226409,0.359883,
0.123925,0.409215,
0.169677,0.434186,
0.173337,0.381199,
0.24715,0.385463,
0.182487,0.368409,
0.209328,0.316641,
0.206888,0.384245,
0.202008,0.411652,
0.24959,0.317859,
0.169677,0.441495,
0.176387,0.404952,
0.224579,0.397035,
0.123315,0.391553,
0.109895,0.362319,
0.172117,0.411652,
0.118435,0.39338,
0.114165,0.428705,
0.203228,0.440886,
0.167847,0.427487,
0.162967,0.379981,
0.191638,0.401907,
0.179437,0.350747,
0.151986,0.466466,
0.228849,0.373282,
0.144056,0.375109,
0.171507,0.404952,
0.097694,0.377545,
0.137956,0.446976,
0.187367,0.383026,
0.109285,0.347093,
0.067193,0.302633,
0.069023,0.402516,
0.080614,0.413479,
0.151986,0.395816,
0.047063,0.40617,
0.049503,0.365364,
0.067193,0.404952,
0.174557,0.472556,
0.120875,0.379372,
0.039132,0.36171,
0.086104,0.351965,
0.114775,0.391553,
0.118435,0.398862,
0.150156,0.349529,
0.175777,0.406779,
0.185537,0.459766,
0.151376,0.385463,
0.122095,0.371455,
0.115385,0.386681,
0.111115,0.356229,
0.158086,0.377545,
0.151986,0.424442,
0.137956,0.335521,
0.075734,0.340393,
0.149546,0.360492,
0.062313,0.402516,
0.072683,0.375718,
0.088544,0.381199,
0.070853,0.397644,
0.114775,0.418351,
0.108065,0.345266,
0.141616,0.336739,
0.157476,0.41896,
0.144056,0.385463,
0.113555,0.398862,
0.153816,0.384245,
0.122095,0.413479,
0.133076,0.372064,
0.064753,0.334912,
